연번,고유번호,정류소명,정류소주소,읍면동,시설구분
333,513,역촌리농협창고,충청남도 아산시 송악면 역촌리 223-3,송악면,표지판
334,514,역촌삼거리,충청남도 아산시 송악면 역촌리 292-4,송악면,표지판
335,515,송남중학교,충청남도 아산시 송악면 역촌리 351-2,송악면,표지판
336,516,궁평리,충청남도 아산시 송악면 마곡리 326-2,송악면,시설없음
337,517,법곡2통,충청남도 아산시 장존동 149,온양6동,유개승강장
338,518,강청리,충청남도 아산시 염치읍 강청리 162-15,염치읍,시설없음
339,519,강청리,충청남도 아산시 염치읍 강청리 162-15,염치읍,유개승강장
340,520,산양3리,충청남도 아산시 염치읍 산양리 131-6,염치읍,표지판
341,521,산양3리,충청남도 아산시 염치읍 산양리 131-6,염치읍,유개승강장
342,523,오목리 정안,충청남도 아산시 신창면 오목리 1027,신창면,시설없음
343,524,신창파출소,충청남도 아산시 신창면 오목리 300-14,신창면,유개승강장
344,526,신창면사무소(온양방면),충청남도 아산시 신창면 오목리 2-30,신창면,표지판
345,527,신달2리,충청남도 아산시 신창면 오목리 산40-4,신창면,유개승강장+표지판
346,528,신달2리,충청남도 아산시 신창면 신달리 293-31,신창면,유개승강장
347,529,오목리 정안,충청남도 아산시 신창면 오목리 343-4,신창면,표지판
348,530,오목리 정안,충청남도 아산시 신창면 오목리 343-4,신창면,표지판
349,535,한일이화,충청남도 아산시 신창면 남성리 산129-14,신창면,표지판
350,536,한일이화,충청남도 아산시 신창면 신달리 282-3,신창면,표지판
351,537,성우아파트,충청남도 아산시 신창면 남성리 405-1,신창면,유개승강장
352,538,현대엠시트아파트,충청남도 아산시 신창면 남성리 405-1,신창면,유개승강장
353,539,신창초등학교.신창향교,충청남도 아산시 신창면 읍내리 253-2,신창면,유개승강장
354,540,읍내2리,충청남도 아산시 신창면 읍내리 481-1,신창면,유개승강장
355,544,성우하이텍앞,충청남도 아산시 신창면 궁화리 산32-12,신창면,시설없음
356,546,오목오거리,충청남도 아산시 신창면 오목리 307-59,신창면,표지판
357,547,오목오거리,충청남도 아산시 신창면 오목리 307-59,신창면,표지판
358,548,오목오거리,충청남도 아산시 신창면 오목리 307-59,신창면,시설없음
359,549,오목2리,충청남도 아산시 신창면 오목리 204-42,신창면,표지판
360,550,신창중학교,충청남도 아산시 신창면 오목리 269-1,신창면,시설없음
361,551,중방리 대장골,충청남도 아산시 염치읍 중방리 8-4,염치읍,시설없음
362,552,중방리 대장골,충청남도 아산시 염치읍 중방리 8-4,염치읍,유개승강장
363,553,중방리마을회관,충청남도 아산시 염치읍 중방리 39-5,염치읍,표지판
364,554,중방리마을회관,충청남도 아산시 염치읍 중방리 37-5,염치읍,유개승강장
365,555,중방리 골중뱅이,충청남도 아산시 염치읍 중방리 59-2,염치읍,유개승강장+표지판
366,556,서원1리,충청남도 아산시 염치읍 중방리 135-6,염치읍,표지판
367,557,서원1리,충청남도 아산시 염치읍 중방리 135-6,염치읍,유개승강장
368,558,서원리협동화단지,충청남도 아산시 염치읍 강청리 8-7,염치읍,유개승강장
369,559,남성리 남방재,충청남도 아산시 신창면 남성리 423-3,신창면,유개승강장
370,560,남성리 남방재,충청남도 아산시 신창면 남성리 423-3,신창면,표지판
371,561,한미아파트,충청남도 아산시 신창면 남성리 산76-7,신창면,유개승강장
372,562,한미아파트,충청남도 아산시 신창면 남성리 산76-7,신창면,유개승강장
373,563,신일아파트,충청남도 아산시 신창면 남성리 205-8,신창면,유개승강장+표지판
374,564,신일아파트,충청남도 아산시 신창면 남성리 205-8,신창면,유개승강장
375,569,코아루아파트,충청남도 아산시 신창면 남성리 180-1,신창면,유개승강장
376,570,배미서진아파트,충청남도 아산시 배미동 239-40,온양4동,유개승강장
377,571,배미서진아파트,충청남도 아산시 배미동 174-16,온양4동,유개승강장
378,572,서원삼거리,충청남도 아산시 염치읍 서원리 32-10,염치읍,유개승강장+표지판
379,573,서원2리,충청남도 아산시 염치읍 서원리 32-76,염치읍,유개승강장
380,574,서원2리,충청남도 아산시 염치읍 서원리 289,염치읍,유개승강장
381,575,부영아파트,충청남도 아산시 득산동 387-7,온양4동,유개승강장
382,576,상아아파트,충청남도 아산시 신창면 남성리 599-6,신창면,유개승강장
383,577,코아루에듀파크,충청남도 아산시 신창면 남성리 598-28,신창면,유개승강장
384,578,대주아파트,충청남도 아산시 신창면 행목리 248-2,신창면,유개승강장
385,579,부영아파트,충청남도 아산시 득산동 347-1,온양4동,유개승강장
386,580,득산농공단지,충청남도 아산시 득산동 산44-14,온양4동,유개승강장
387,581,득산농공단지,충청남도 아산시 득산동 산44-14,온양4동,표지판
388,582,친오애아파트,충청남도 아산시 신창면 남성리 264-13,신창면,유개승강장
389,583,친오애아파트,"충청남도 아산시 신창면 행목리 산59-49,",신창면,유개승강장
390,584,장미아파트입구,충청남도 아산시 배미동 150-4,온양4동,유개승강장
391,588,중방리 골중뱅이,충청남도 아산시 염치읍 중방리 60-6,염치읍,유개승강장
392,589,서원리협동화단지,충청남도 아산시 염치읍 강청리 197-18,염치읍,시설없음
393,591,행목1리 칠목,충청남도 아산시 신창면 행목리 274-46,신창면,표지판
394,592,수장리,충청남도 아산시 신창면 수장리 산18-3,신창면,표지판
395,593,수장리,충청남도 아산시 신창면 수장리 산18-3,신창면,표지판
396,595,수장2리,충청남도 아산시 신창면 수장리 231-2,신창면,시설없음
397,596,수장리 종점,충청남도 아산시 신창면 수장리 195-21,신창면,표지판
398,598,신운리,충청남도 아산시 영인면 신운리 188-7,영인면,유개승강장
399,599,신운리,충청남도 아산시 영인면 신운리 188-7,영인면,유개승강장
400,600,월선1리,충청남도 아산시 영인면 신운리 508-3,영인면,유개승강장
401,601,월선2리,충청남도 아산시 영인면 월선리 530,영인면,유개승강장
402,602,모원리,충청남도 아산시 영인면 월선리 174-1,영인면,유개승강장
403,603,모원리,충청남도 아산시 영인면 월선리 174-2,영인면,유개승강장
404,608,월선2리,충청남도 아산시 영인면 월선리 52-8,영인면,유개승강장
405,609,월선1리,충청남도 아산시 영인면 신운리 394-8,영인면,유개승강장
406,612,영인농협,충청남도 아산시 영인면 아산리 153-4,영인면,유개승강장+표지판
407,613,아산2리,충청남도 아산시 영인면 아산리 227-12,영인면,시설없음
408,614,아산2리,충청남도 아산시 영인면 아산리 227-12,영인면,유개승강장
409,615,아산3리,충청남도 아산시 영인면 아산리 265-4,영인면,표지판
410,616,아산3리,충청남도 아산시 영인면 아산리 265-4,영인면,유개승강장
411,617,창용1리,충청남도 아산시 영인면 창용리 461-3,영인면,유개승강장
412,619,구성2리,충청남도 아산시 영인면 구성리 73-16,영인면,유개승강장
413,620,구성1리,충청남도 아산시 영인면 구성리 386-1,영인면,유개승강장+표지판
414,621,와우리,충청남도 아산시 영인면 백석포리 14-10,영인면,표지판
415,622,와우리대추머리,충청남도 아산시 영인면 백석포리 104-17,영인면,유개승강장
416,628,와우리,충청남도 아산시 영인면 백석포리 14-10,영인면,유개승강장
417,629,역2리,충청남도 아산시 영인면 역리 234-4,영인면,유개승강장
418,630,신운1리 개사티,충청남도 아산시 영인면 신운리 723-1,영인면,유개승강장
419,631,역2리,충청남도 아산시 영인면 역리 207,영인면,시설없음
420,632,신운1리 개사티,충청남도 아산시 영인면 신운리 723-1,영인면,시설없음
421,633,아산리 갈매지,충청남도 아산시 영인면 아산리 312-4,영인면,유개승강장
422,634,아산리 갈매지,충청남도 아산시 영인면 아산리 312-4,영인면,시설없음
423,635,영인면사무소.영인초교,충청남도 아산시 영인면 아산리 460-2,영인면,표지판
424,637,영인농협,충청남도 아산시 영인면 아산리 149-3,영인면,표지판
425,640,신화초등학교,충청남도 아산시 영인면 신화리 271-2,영인면,시설없음
426,642,역리슈퍼,충청남도 아산시 영인면 역리 227-41,영인면,표지판
427,643,역리슈퍼,충청남도 아산시 영인면 역리 227-41,영인면,시설없음
428,644,아산교육지원청,충청남도 아산시 실옥동 155,온양4동,유개승강장
429,645,아산교육지원청,충청남도 아산시 실옥동 158-27,온양4동,유개승강장
430,647,석정4리,충청남도 아산시 염치읍 석정리 514-3,염치읍,유개승강장
431,648,곡교1리,충청남도 아산시 염치읍 곡교리 105-4,염치읍,유개승강장
432,649,염치농협,충청남도 아산시 염치읍 염성길 72,염치읍,시설없음
433,650,염치농협,충청남도 아산시 염치읍 염성리 228-1,염치읍,시설없음
434,651,염성2리,충청남도 아산시 염치읍 염성리 222-2,염치읍,시설없음
435,652,염성2리,충청남도 아산시 염치읍 염성리 267-1,염치읍,스마트승강장
436,653,신정삼거리,충청남도 아산시 방축동 146-1,온양4동,유개승강장
437,654,동아아파트,충청남도 아산시 방축동 139-28,온양4동,유개승강장
438,655,동아아파트,충청남도 아산시 방축동 142-6,온양4동,유개승강장
439,656,남산현대아파트,충청남도 아산시 방축동 137-14,온양4동,유개승강장
440,657,남산현대아파트,충청남도 아산시 방축동 138-19,온양4동,유개승강장
441,658,남산현대아파트앞,충청남도 아산시 방축동 134-17,온양4동,유개승강장+표지판
442,659,남산현대아파트앞,충청남도 아산시 방축동 111-3,온양4동,표지판
443,660,신정호저수지입구,충청남도 아산시 방축동 428-7,온양4동,유개승강장
444,661,아산실내수영장,충청남도 아산시 방축동 19-10,온양4동,유개승강장
445,662,백련암,충청남도 아산시 방축동 37-7,온양4동,유개승강장
446,663,방축현대아파트,충청남도 아산시 방축동 57-2,온양4동,유개승강장
447,664,방축주공아파트,충청남도 아산시 방축동 113-20,온양4동,유개승강장+표지판
448,665,오성하이츠2차,충청남도 아산시 방축동 112-34,온양4동,표지판
449,666,방축주공아파트,충청남도 아산시 방축동 113-20,온양4동,시설없음
450,667,방축현대아파트,충청남도 아산시 방축동 57-2,온양4동,표지판
451,668,백련암,충청남도 아산시 방축동 37-7,온양4동,표지판
452,669,아산실내수영장,충청남도 아산시 방축동 22-45,온양4동,유개승강장
453,670,신정호저수지입구,충청남도 아산시 방축동 428-7,온양4동,표지판
454,671,삼정백조아파트,충청남도 아산시 득산동 303,온양4동,유개승강장
455,673,염성1리토골,충청남도 아산시 염치읍 곡교리 457,염치읍,유개승강장
456,675,염성1리,충청남도 아산시 염치읍 염성리 77-3,염치읍,유개승강장
457,676,삼정백조아파트,충청남도 아산시 득산동 287-5,온양4동,표지판
458,677,곡교2리,충청남도 아산시 염치읍 곡교리 141-2,염치읍,유개승강장
459,679,석정4리,충청남도 아산시 염치읍 석정리 474-8,염치읍,유개승강장
460,684,유진전력앞,충청남도 아산시 실옥동 203-16,온양4동,표지판
461,685,유진전력앞,충청남도 아산시 실옥동 203-16,온양4동,유개승강장
462,686,실옥4통,충청남도 아산시 실옥동 294-17,온양4동,유개승강장
463,687,실옥4통,충청남도 아산시 실옥동 300-9,온양4동,표지판
464,688,배미빌라앞,충청남도 아산시 배미동 62,온양4동,시설없음
465,689,배미빌라앞,충청남도 아산시 배미동 62,온양4동,유개승강장
